company_name,bse_code,nse_code,industry,sector,sector_v1
Corporate Merch,540199,,Finance,Other Financial Services,Finance
Updater Services,543996,UDS,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Jaykay Enter.,500306,JAYKAY,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Nahar Spinning,500296,NAHARSPING,Textiles & Apparels,Other Textile Products,Other Textile Products
M R P L,500109,MRPL,Petroleum Products,Refineries & Marketing,Petroleum Products
I O C L,530965,IOC,Petroleum Products,Refineries & Marketing,Petroleum Products
TARC Ltd,543249,TARC,Realty,"Residential, Commercial Projects",Realty
Park Medi World,544645,PARKHOSPS,Healthcare Services,Hospital,Hospital
Indo Farm Equip.,544328,INDOFARM,"Agricultural, Commercial & Construction Vehicles",Tractors,"Agricultural, Commercial & Construction Vehicles"
Pennar Industrie,513228,PENIND,Industrial Manufacturing,Industrial Products,Industrial Products
PTC India,532524,PTC,Power,Power Trading,Power
Inox Green,543667,INOXGREEN,Power,Power Generation,Power
Orient Cement,535754,ORIENTCEM,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Likhitha Infra.,543240,LIKHITHA,Construction,Civil Construction,Construction
Aeroflex,543972,AEROFLEX,Industrial Products,Iron & Steel Products,Iron & Steel Products
Garuda Cons,544271,GARUDA,Construction,Civil Construction,Construction
Bhagyanagar Ind,512296,BHAGYANGR,Non - Ferrous Metals,Copper,Non - Ferrous Metals
NACL Industries,524709,NACLIND,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
DCX Systems,543650,DCXINDIA,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Bank of India,532149,BANKINDIA,Banks,Public Sector Bank,Banks
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Bhageria Indust.,530803,BHAGERIA,Chemicals & Petrochemicals,Dyes And Pigments,Dyes And Pigments
Fabtech Tech.,544558,FABTECH,Healthcare Services,"Healthcare Research, Analytics & Technology","Healthcare Research, Analytics & Technology"
GAIL (India),532155,GAIL,Gas,Gas Transmission/Marketing,Gas
Hexa Tradex,534328,HEXATRADEX,Finance,Investment Company,Finance
Greaves Cotton,501455,GREAVESCOT,Industrial Products,"Compressors, Pumps & Diesel Engines","Compressors, Pumps & Diesel Engines"
Heidelberg Cem.,500292,HEIDELBERG,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Yogi Ltd,511702,,Finance,Non Banking Financial Company (NBFC),Finance
Bliss GVS Pharma,506197,BLISSGVS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
GRM Overseas,531449,GRMOVER,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
GIC Housing Fin,511676,GICHSGFIN,Finance,Housing Finance Company,Finance
Gandhar Oil Ref.,544029,GANDHAR,Petroleum Products,Lubricants,Petroleum Products
Rajesh Exports,531500,RAJESHEXPO,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Marksans Pharma,524404,MARKSANS,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
T B Z,534369,TBZ,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Pace Digitek,544550,PACEDIGITK,Telecom - Services,Telecom - Infrastructure,Telecom - Services
Responsive Ind,505509,RESPONIND,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Kitex Garments,521248,KITEX,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Jagsonpal Pharma,507789,JAGSNPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Bharat Wire,539799,BHARATWIRE,Industrial Products,Iron & Steel Products,Iron & Steel Products
Shalby,540797,SHALBY,Healthcare Services,Hospital,Hospital
SPML Infra,500402,SPMLINFRA,Construction,Civil Construction,Construction
BLS E-Services,544107,BLSE,IT - Services,IT Enabled Services,IT Enabled Services
IndiGrid Trust,540565,INDIGRID,Power,Power - Transmission,Power
Guj Pipavav Port,533248,GPPL,Transport Infrastructure,Port & Port services,Transport Infrastructure
Capri Global,531595,CGCL,Finance,Non Banking Financial Company (NBFC),Finance
Saksoft,590051,SAKSOFT,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Balmer Lawrie,523319,BALMLAWRIE,Diversified,Diversified,Diversified
Engineers India,532178,ENGINERSIN,Construction,Civil Construction,Construction
Cons. Finvest,,CONSOFINVT,Finance,Non Banking Financial Company (NBFC),Finance
Manoj Vaibhav,543995,MVGJL,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
K C P,590066,KCP,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Billionbrains,544603,GROWW,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Arunis Abode,526935,,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Moschip Tech.,532407,MOSCHIP,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
Chemcon Special.,543233,CHEMCON,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Meesho,544632,MEESHO,Retailing,E-Retail/ E-Commerce,E-Retail/ E-Commerce
POCL Enterprises,539195,,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Marine Electric.,,MARINE,Industrial Manufacturing,Industrial Products,Industrial Products
Shree Refrigerat,544458,,Industrial Manufacturing,Industrial Products,Industrial Products
Enviro Infra,544290,EIEL,Other Utilities,Water Supply & Management,Other Utilities
IFGL Refractori.,540774,IFGLEXPOR,Industrial Products,Electrodes & Refractories,Electrodes & Refractories
Sukhjit Starch,524542,SUKHJITS,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
Integra Engg.,505358,,Industrial Manufacturing,Industrial Products,Industrial Products
Union Bank (I),532477,UNIONBANK,Banks,Public Sector Bank,Banks
G S F C,500690,GSFC,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Time Technoplast,532856,TIMETECHNO,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Finolex Inds.,500940,FINPIPE,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Amines & Plast.,506248,AMNPLST,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
RIR Power Electr,517035,,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Megasoft,532408,MEGASOFT,Telecom - Services,Other Telecom Services,Telecom - Services
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier,Gas
Ecos (India),544239,ECOSMOBLTY,Transport Services,Road Transport,Road Transport
Advent Hotels,544446,ADVENTHTL,Leisure Services,Hotels & Resorts,Hotels & Resorts
Samhi Hotels,543984,SAMHI,Leisure Services,Hotels & Resorts,Hotels & Resorts
Stanley Lifesty.,544202,STANLEY,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
ADF Foods,519183,ADFFOODS,Food Products,Packaged Foods,Packaged Foods
Fusion Finance,543652,FUSION,Finance,Microfinance Institutions,Finance
Jindal Saw,500378,JINDALSAW,Industrial Products,Iron & Steel Products,Iron & Steel Products
Wanbury,524212,WANBURY,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Shraddha Prime,531771,,Realty,"Residential, Commercial Projects",Realty
Orient Electric,541301,ORIENTELEC,Consumer Durables,Household Appliances,Household Appliances
Jayant Agro Org.,524330,JAYAGROGN,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
United Foodbrands,543283,UFBL,Leisure Services,Restaurants,Restaurants
20 Microns,533022,20MICRONS,Minerals & Mining,Industrial Minerals,Minerals & Mining
Karnataka Bank,532652,KTKBANK,Banks,Private Sector Bank,Banks
Muthoot Microfin,544055,MUTHOOTMF,Finance,Microfinance Institutions,Finance
SKM Egg Prod.,532143,SKMEGGPROD,Food Products,Meat Products including Poultry,Meat Products including Poultry
Steel Str. Wheel,513262,SSWL,Auto Components,Auto Components & Equipments,Auto Components & Equipments
South West Pinn.,543986,SOUTHWEST,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Huhtamaki India,509820,HUHTAMAKI,Industrial Products,Packaging,Packaging
Aurum Proptech,539289,AURUM,IT - Services,IT Enabled Services,IT Enabled Services
ITC Hotels,544325,ITCHOTELS,Leisure Services,Hotels & Resorts,Hotels & Resorts
Wakefit Innovati,544642,WAKEFIT,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Modern Insulator,515008,,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
DCB Bank,532772,DCBBANK,Banks,Private Sector Bank,Banks
Steelcast,513517,STEELCAS,Industrial Products,Castings & Forgings,Castings & Forgings
Colab Platforms,542866,,Finance,Other Financial Services,Finance
Castrol India,500870,CASTROLIND,Petroleum Products,Lubricants,Petroleum Products
EPack PrefabTech,544540,EPACKPEB,Industrial Manufacturing,Industrial Products,Industrial Products
Sapphire Foods,543397,SAPPHIRE,Leisure Services,Restaurants,Restaurants
Sterling & Wils.,542760,SWSOLAR,Construction,Civil Construction,Construction
India Finsec,535667,,Finance,Non Banking Financial Company (NBFC),Finance
Sagar Cements,502090,SAGCEM,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
NCL Industries,502168,NCLIND,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Tata Steel,500470,TATASTEEL,Ferrous Metals,Iron & Steel,Ferrous Metals
Kiran Vyapar,537750,,Finance,Non Banking Financial Company (NBFC),Finance
Indiqube Spaces,544454,INDIQUBE,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Thirumalai Chem.,500412,TIRUMALCHM,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
DEE Development,544198,DEEDEV,Industrial Manufacturing,Industrial Products,Industrial Products
Ruby Mills,503169,RUBYMILLS,Textiles & Apparels,Other Textile Products,Other Textile Products
Quick Heal Tech,539678,QUICKHEAL,IT - Software,Software Products,Software Products
Shanti Gold,544459,SHANTIGOLD,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
La Opala RG,526947,LAOPALA,Consumer Durables,Glass - Consumer,Glass - Consumer
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,"Agricultural, Commercial & Construction Vehicles"
Kross Ltd,544253,KROSS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Sula Vineyards,543711,SULA,Beverages,Breweries & Distilleries,Beverages
Patel Retail,544487,PATELRMART,Retailing,Diversified Retail,Diversified Retail
Hikal,524735,HIKAL,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Ganesh Consumer,544528,GANESHCP,Food Products,Packaged Foods,Packaged Foods
Quess Corp,539978,QUESS,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
H U D C O,540530,HUDCO,Finance,Financial Institution,Finance
Vikram Solar,544488,VIKRAMSOLR,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Kothari Indl,509732,,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Stallion India,544342,STALLION,Chemicals & Petrochemicals,Industrial Gases,Industrial Gases
Simplex Infra,523838,SIMPLEXINF,Construction,Civil Construction,Construction
BEML Land Assets,543898,BLAL,Finance,Investment Company,Finance
One Mobikwik,544305,MOBIKWIK,Financial Technology (Fintech),Financial Technology (Fintech),Financial Technology (Fintech)
Emmvee Photovol.,544608,EMMVEE,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
ACME Solar Hold.,544283,ACMESOLAR,Power,Power Generation,Power
Tarsons Products,543399,TARSONS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
Abans Financial,543712,AFSL,Finance,Holding Company,Finance
Aegis Vopak Term,544407,AEGISVOPAK,Oil,Oil Storage & Transportation,Oil
S C I,523598,SCI,Transport Services,Shipping,Shipping
Hubtown,532799,HUBTOWN,Realty,"Residential, Commercial Projects",Realty
EPL Ltd,500135,EPL,Industrial Products,Packaging,Packaging
Kamat Hotels,526668,KAMATHOTEL,Leisure Services,Hotels & Resorts,Hotels & Resorts
Le Travenues,544192,IXIGO,Leisure Services,"Tour, Travel Related Services","Tour, Travel Related Services"
Bhagiradha Chem.,531719,BHAGCHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Sandur Manganese,504918,SANDUMA,Consumable Fuels,Coal,Consumable Fuels
Fujiyama Power,544613,UTLSOLAR,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Veranda Learning,543514,VERANDA,Other Consumer Services,E-Learning,Other Consumer Services
Uttam Sug.Mills,532729,UTTAMSUGAR,Agricultural Food & other Products,Sugar,Sugar
Viyash Scientific,512529,VIYASH,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Signpost India,544117,SIGNPOST,Media,Advertising & Media Agencies,Media
Laxmi Dental,544339,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
AWL Agri Busine.,543458,AWL,Agricultural Food & other Products,Edible Oil,Edible Oil
Dishman Carbogen,540701,DCAL,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Greenpanel Inds.,542857,GREENPANEL,Consumer Durables,Plywood Boards/ Laminates,Plywood Boards/ Laminates
Indoco Remedies,532612,INDOCO,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Heranba Inds,543266,HERANBA,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Kabra Extrusion,524109,KABRAEXTRU,Industrial Manufacturing,Industrial Products,Industrial Products
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",Realty
Mindteck (India),517344,MINDTECK,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Star Cement,540575,STARCEMENT,Cement & Cement Products,Cement & Cement Products,Cement & Cement Products
Fino Payments,543386,FINOPB,Banks,Other Bank,Banks
Safe Enterprises,,SAFEENTP,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Prec. Wires (I),523539,PRECWIRE,Industrial Products,"Aluminium, Copper & Zinc Products","Aluminium, Copper & Zinc Products"
JNK,544167,JNKINDIA,Industrial Manufacturing,Industrial Products,Industrial Products
Nahar Poly,523391,NAHARPOLY,Industrial Products,Packaging,Packaging
Capacit'e Infra.,540710,CAPACITE,Construction,Civil Construction,Construction
PNC Infratech,539150,PNCINFRA,Construction,Civil Construction,Construction
Prime Focus,532748,PFOCUS,Entertainment,Media & Entertainment,Entertainment
Rites,541556,RITES,Construction,Civil Construction,Railways
Greenply Industr,526797,GREENPLY,Consumer Durables,Plywood Boards/ Laminates,Plywood Boards/ Laminates
TIL,505196,TIL,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,"Agricultural, Commercial & Construction Vehicles"
Vaibhav Global,532156,VAIBHAVGBL,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
DMCC Speciality,506405,DMCC,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
KSE,519421,,Food Products,Animal Feed,Animal Feed
Utssav CZ Gold,,UTSSAV,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Sar Televenture,,SARTELE,Telecom - Services,Telecom - Infrastructure,Telecom - Services
Seshasayee Paper,502450,SESHAPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,"Paper, Forest & Jute Products"
Petro Carbon,,PCCL,Minerals & Mining,Industrial Minerals,Minerals & Mining
Juniper Hotels,544129,JUNIPER,Leisure Services,Hotels & Resorts,Hotels & Resorts
Mrs Bectors,543253,BECTORFOOD,Food Products,Packaged Foods,Packaged Foods
Religare Enterp.,532915,RELIGARE,Finance,Investment Company,Finance
Shringar House,544512,SHRINGARMS,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
Apollo Micro Sys,540879,APOLLO,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Refex Industries,532884,REFEX,Chemicals & Petrochemicals,Industrial Gases,Industrial Gases
Indostar Capital,541336,INDOSTAR,Finance,Non Banking Financial Company (NBFC),Finance
Indo Count Inds.,521016,ICIL,Textiles & Apparels,Other Textile Products,Other Textile Products
Crompton Gr. Con,539876,CROMPTON,Consumer Durables,Household Appliances,Household Appliances
Ivalue Infosolut,544523,IVALUE,IT - Services,IT Enabled Services,IT Enabled Services
Hindware Home In,542905,HINDWAREAP,Consumer Durables,Sanitary Ware,Sanitary Ware
Crizac,544439,CRIZAC,Retailing,Internet & Catalogue Retail,Internet & Catalogue Retail
Artemis Medicare,542919,ARTEMISMED,Healthcare Services,Hospital,Hospital
Sunrakshakk Inds,539300,,Textiles & Apparels,Other Textile Products,Other Textile Products
Kansai Nerolac,500165,KANSAINER,Consumer Durables,Paints,Paints
Puravankara,532891,PURVA,Realty,"Residential, Commercial Projects",Realty
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Dharmaj Crop,543687,DHARMAJ,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Soma Papers,516038,,"Paper, Forest & Jute Products",Paper & Paper Products,"Paper, Forest & Jute Products"
All Time Plastic,544479,ALLTIME,Consumer Durables,Houseware,Houseware
Vision Infra,,VIESL,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
JITF Infra Logis,540311,JITFINFRA,Other Utilities,Water Supply & Management,Other Utilities
Polysil Irrigati,,POLYSIL,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Shri Ahimsa,,SHRIAHIMSA,Food Products,Other Food Products,Other Food Products
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Platinum Industr,544134,PLATIND,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
FSN E-Commerce,543384,NYKAA,Retailing,E-Retail/ E-Commerce,E-Retail/ E-Commerce
Prince Pipes,542907,PRINCEPIPE,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Epack Durable,544095,EPACK,Consumer Durables,Household Appliances,Household Appliances
IRM Energy,544004,IRMENERGY,Gas,LPG/CNG/PNG/LNG Supplier,Gas
NRB Bearings,530367,NRBBEARING,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Surya Roshni,500336,SURYAROSNI,Industrial Products,Iron & Steel Products,Iron & Steel Products
Ritco Logistics,542383,RITCO,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Chamanlal Setia,530307,CLSEL,Agricultural Food & other Products,Other Agricultural Products,Other Agricultural Products
Valiant Organics,540145,VALIANTORG,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Spandana Sphoort,542759,SPANDANA,Finance,Microfinance Institutions,Finance
VST Industries,509966,VSTIND,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
Wipro,507685,WIPRO,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Sunflag Iron,500404,SUNFLAG,Industrial Products,Iron & Steel Products,Iron & Steel Products
Swaraj Suiting,,SWARAJ,Textiles & Apparels,Other Textile Products,Other Textile Products
EFC (I),512008,EFCIL,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Pine Labs,544606,PINELABS,Financial Technology (Fintech),Financial Technology (Fintech),Financial Technology (Fintech)
Asian Energy,530355,ASIANENE,Oil,Oil Equipment & Services,Oil
Solarworld Ene.,544532,SOLARWORLD,Construction,Civil Construction,Construction
Seshaasai Tech.,544533,STYL,Financial Technology (Fintech),Financial Technology (Fintech),Financial Technology (Fintech)
Euro Pratik Sale,544519,EUROPRATIK,Consumer Durables,"Furniture, Home Furnishing","Furniture, Home Furnishing"
Godawari Power,532734,GPIL,Industrial Products,Iron & Steel Products,Iron & Steel Products
B H E L,500103,BHEL,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Indo Borax & Ch.,524342,INDOBORAX,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
Chemplast Sanmar,543336,CHEMPLASTS,Chemicals & Petrochemicals,Commodity Chemicals,Commodity Chemicals
GHV Infra,505504,,Construction,Civil Construction,Construction
MMP Industries,,MMP,Non - Ferrous Metals,Aluminium,Non - Ferrous Metals
O N G C,500312,ONGC,Oil,Oil Exploration & Production,Oil
Talbros Auto.,505160,TALBROAUTO,Auto Components,Auto Components & Equipments,Auto Components & Equipments
Borosil,543212,BOROLTD,Consumer Durables,Houseware,Houseware
NLC India,513683,NLCINDIA,Power,Power Generation,Power
Taneja Aerospace,522229,,Aerospace & Defense,Aerospace & Defense,Aerospace & Defense
Vardhman Special,534392,VSSL,Industrial Products,Iron & Steel Products,Iron & Steel Products
Indo Thai Sec.,533676,INDOTHAI,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Jyothy Labs,532926,JYOTHYLAB,Household Products,Household Products,Household Products
VRL Logistics,539118,VRLLOG,Transport Services,Logistics Solution Provider,Logistics Solution Provider
Ellen.Indl.Gas,544421,ELLEN,Chemicals & Petrochemicals,Industrial Gases,Industrial Gases
Greenlam Industr,538979,GREENLAM,Consumer Durables,Plywood Boards/ Laminates,Plywood Boards/ Laminates
Canara Robeco,544580,CRAMC,Capital Markets,Asset Management Company,Capital Markets
Campus Activewe.,543523,CAMPUS,Consumer Durables,Footwear,Footwear
D B Corp,533151,DBCORP,Media,Print Media,Media
Redington,532805,REDINGTON,Commercial Services & Supplies,Trading & Distributors,Trading & Distributors
AGI Infra,539042,AGIIL,Realty,"Residential, Commercial Projects",Realty
GOCL Corpn.,506480,GOCLCORP,Chemicals & Petrochemicals,Explosives,Explosives
GNG Electronics,544455,EBGNG,IT - Hardware,Computers Hardware & Equipments,IT - Hardware
Jio Financial,543940,JIOFIN,Finance,Investment Company,Finance
Airfloa Rail,544516,,Industrial Manufacturing,Industrial Products,Industrial Products
Sahasra Electro.,,SAHASRA,Industrial Products,Other Industrial Products,Other Industrial Products
Power Grid Corpn,532898,POWERGRID,Power,Power - Transmission,Power
Ganesh Green,,GGBL,Construction,Civil Construction,Construction
Capital Small,544120,CAPITALSFB,Banks,Other Bank,Banks
Godavari Bioref.,544279,GODAVARIB,Diversified FMCG,Diversified FMCG,Diversified FMCG
JSW Infrast,543994,JSWINFRA,Transport Infrastructure,Port & Port services,Transport Infrastructure
Genus Power,530343,GENUSPOWER,Electrical Equipment,Other Electrical Equipment,Electrical Equipment
Oriental Aromat.,500078,OAL,Chemicals & Petrochemicals,Specialty Chemicals,Specialty Chemicals
Denta Water,544345,DENTA,Other Utilities,Water Supply & Management,Other Utilities
Euro India Fresh,,EIFFL,Food Products,Packaged Foods,Packaged Foods
Diffusion Eng,544264,DIFFNKG,Industrial Products,Other Industrial Products,Other Industrial Products
Dhunseri Vent.,523736,DVL,Diversified,Diversified,Diversified
Eternal,543320,ETERNAL,Retailing,E-Retail/ E-Commerce,E-Retail/ E-Commerce
Aptus Value Hou.,543335,APTUS,Finance,Housing Finance Company,Finance
Windsor Machines,522029,WINDMACHIN,Industrial Manufacturing,Industrial Products,Industrial Products
ABM Knowledge,531161,,IT - Software,Software Products,Software Products
Parag Milk Foods,539889,PARAGMILK,Food Products,Dairy Products,Dairy Products
Madhuveer Com,531910,,Entertainment,"Film Production, Distribution & Exhibition",Entertainment
Suraksha Diagno.,544293,SURAKSHA,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Zuari Industries,500780,ZUARIIND,Agricultural Food & other Products,Sugar,Sugar
Zuari Agro Chem.,534742,ZUARI,Fertilizers & Agrochemicals,Fertilizers,Fertilizers
Apex Frozen Food,540692,APEX,Food Products,Seafood,Seafood
Bansal Wire Inds,544209,BANSALWIRE,Industrial Products,Iron & Steel Products,Iron & Steel Products
Praveg,531637,,Leisure Services,Hotels & Resorts,Hotels & Resorts
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,Carbon Black,Carbon Black
Prime Securities,500337,PRIMESECU,Finance,Other Financial Services,Finance
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank,Banks
Aprameya Enginee,,APRAMEYA,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Healthcare Equipment & Supplies
Chandan Healthca,,CHANDAN,Healthcare Services,Healthcare Service Provider,Healthcare Service Provider
Basilic Fly Stud,,BASILIC,Entertainment,Media & Entertainment,Entertainment
Shilpa Medicare,530549,SHILPAMED,Pharmaceuticals & Biotechnology,Pharmaceuticals,Pharmaceuticals & Biotechnology
Laxmi Goldorna,,LGHL,Consumer Durables,"Gems, Jewellery And Watches","Gems, Jewellery And Watches"
RNFI Services,,RNFI,Finance,Other Financial Services,Finance
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals & Biotechnology,Biotechnology,Pharmaceuticals & Biotechnology
Rallis India,500355,RALLIS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,Pesticides & Agrochemicals
Zelio E-Mobility,544563,,Automobiles,2/3 Wheelers,Automobiles
VLS Finance,511333,VLSFINANCE,Finance,Investment Company,Finance
Arihant Super.,506194,ARIHANTSUP,Realty,"Residential, Commercial Projects",Realty
Nisus Finance,544296,,Finance,Holding Company,Finance
IRIS Regtech Solutions,540735,IRIS,IT - Software,Software Products,Software Products
Brainbees Solut.,544226,FIRSTCRY,Retailing,E-Retail/ E-Commerce,E-Retail/ E-Commerce
Honasa Consumer,544014,HONASA,Personal Products,Personal Care,Personal Products
Apollo Pipes,531761,APOLLOPIPE,Industrial Products,Plastic Products - Industrial,Plastic Products - Industrial
Zaggle Prepaid,543985,ZAGGLE,IT - Services,IT Enabled Services,IT Enabled Services
Northern ARC,544260,NORTHARC,Finance,Non Banking Financial Company (NBFC),Finance
Dalmia Bharat,500097,DALMIASUG,Agricultural Food & other Products,Sugar,Sugar
Ceigall India,544223,CEIGALL,Construction,Civil Construction,Construction
Tejas Cargo,,TEJASCARGO,Transport Services,Logistics Solution Provider,Logistics Solution Provider
BLS Internat.,540073,BLS,Leisure Services,"Tour, Travel Related Services","Tour, Travel Related Services"
City Union Bank,532210,CUB,Banks,Private Sector Bank,Banks
Mangalam World.,,MWL,Metals & Minerals Trading,Trading - Metals,Metals & Minerals Trading
Cantabil Retail,533267,CANTABIL,Textiles & Apparels,Garments & Apparels,Garments & Apparels
Nazara Technolo.,543280,NAZARA,Entertainment,Digital Entertainment,Entertainment
Ksolves India,543599,KSOLVES,IT - Software,Computers - Software & Consulting,Computers - Software & Consulting
Petronet LNG,532522,PETRONET,Gas,LPG/CNG/PNG/LNG Supplier,Gas
Sanghvi Movers,530073,SANGHVIMOV,Commercial Services & Supplies,Diversified Commercial Services,Diversified Commercial Services
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,Banks
ITI,523610,ITI,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Dynamic Cables,540795,DYCL,Industrial Products,Cables - Electricals,Cables - Electricals
Emk.Global Fin.,532737,EMKAY,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
GE Power,532309,GVPIL,Electrical Equipment,Heavy Electrical Equipment,Electrical Equipment
Monarch Networth,511551,MONARCH,Capital Markets,Stockbroking & Allied,Stockbroking & Allied
Praj Industries,522205,PRAJIND,Industrial Manufacturing,Industrial Products,Industrial Products
Monika Alcobev,544451,,Beverages,Breweries & Distilleries,Beverages
Ashiana Housing,523716,ASHIANA,Realty,"Residential, Commercial Projects",Realty
Panama Petrochem,524820,PANAMAPET,Petroleum Products,Lubricants,Petroleum Products
